image_id,width,height,xmin,ymin,xmax,ymax,label
08_084_08014001_160631656849414_1,2160,2160,177,469,2067,1455,떡볶이
02_021_02011034_160958094721336_0,3024,4032,644,1086,2404,2921,크림파스타
04_042_04012008_161002639957883_1,3024,3024,462,765,2431,2235,시레기된장국
01_014_01014001_160515281493554_1,720,809,125,119,573,523,김치볶음밥
01_014_01014001_160498969095201_1,4000,3000,860,465,3113,2502,김치볶음밥
08_084_08014001_160532470750454_1,1440,1080,82,78,1409,979,떡볶이
02_021_02011027_160846519252826_1,3024,3024,338,546,2650,2087,짜장면
08_084_08014001_160465712194276_0,3024,4032,260,711,2479,2844,떡볶이
01_011_01011001_160325451944793_0,2268,4032,89,761,2130,2724,쌀밥
01_014_01014005_161075530071093_0,3096,4128,619,1199,2272,2578,비빔밥
01_012_01012001_160376850872216_1,960,720,64,42,869,696,잡곡밥
01_012_01012001_160376533429873_0,3024,4032,300,1023,2670,3224,잡곡밥
08_084_08014001_160430228854449_0,4032,3024,747,149,3552,2960,떡볶이
10_102_10012002_160776624630641_1,3024,4032,232,398,2934,2524,치킨
01_014_01014005_161077469117552_1,4032,3024,989,566,3097,2034,비빔밥
01_014_01014005_161060663441190_0,2448,3264,375,1000,1980,2719,비빔밥
09_091_09011002_160595878285334_1,4032,2215,52,168,3723,2004,갈치조림
02_021_02011027_160982607734304_1,4160,3120,264,182,3665,2619,짜장면
04_042_04012008_160891079038276_1,1440,1080,201,176,1249,769,시레기된장국
10_102_10012002_160640220288473_0,4032,3024,1363,441,3377,2343,치킨
10_102_10012003_160396851781202_0,2448,3264,363,303,2167,1309,돈까스
06_062_06012004_160687203395873_0,3024,3024,83,571,2851,2309,떡갈비
01_012_01012001_160553941652644_1,4032,2268,718,297,3190,1628,잡곡밥
02_021_02011034_160976197635899_0,720,960,130,367,646,759,크림파스타
06_062_06012004_160915043739753_1,720,960,112,252,566,619,떡갈비
02_021_02011034_160912396726738_0,2989,2873,420,513,2478,2341,크림파스타
08_084_08014001_160535084429116_1,3024,3024,508,954,2650,2466,떡볶이
02_021_02011027_160603594778426_1,3024,3024,119,318,2885,2443,짜장면
02_021_02011027_160790501619183_0,960,960,246,213,795,763,짜장면
01_012_01012001_160574296520859_1,3024,4032,609,963,2662,2394,잡곡밥
01_012_01012001_160556992722949_1,3024,4032,441,275,2576,1651,잡곡밥
02_021_02011034_160914188143205_1,3024,3024,523,1368,2411,2479,크림파스타
01_014_01014005_161053192098985_1,4032,3024,789,443,3413,2091,비빔밥
10_102_10012002_160769666992562_1,3456,3456,722,707,2959,2462,치킨
02_021_02011027_160842289021751_0,4032,3024,676,362,2852,2550,짜장면
08_084_08014001_160569617665986_1,3024,4032,91,714,2881,2358,떡볶이
10_102_10012003_160569684199438_1,4032,3024,288,832,3765,2405,돈까스
02_021_02011027_160751270816977_0,1908,2171,330,234,1727,1823,짜장면
06_062_06012004_160704198915768_0,3024,4032,644,1031,2415,2667,떡갈비
01_011_01011001_160393393727190_1,4032,3024,766,731,3333,2327,쌀밥
09_091_09011002_161139252969277_0,3096,4128,339,1018,2614,3412,갈치조림
01_011_01011001_160353104284461_0,3492,4656,613,1404,2699,3079,쌀밥
01_014_01014005_160636374576383_1,3024,4032,299,1996,2692,2955,비빔밥
10_102_10012002_160474116220193_0,4032,3024,634,368,3605,2793,치킨
10_102_10012002_160673053734629_0,3024,4032,864,1146,2477,2696,치킨
01_012_01012001_160506524813055_0,3024,4032,84,870,2970,3400,잡곡밥
02_021_02011027_160567967960517_1,1276,1276,51,182,1232,1094,짜장면
01_014_01014001_160525382849937_0,3024,4032,542,1783,2714,3703,김치볶음밥
01_014_01014001_160656439516555_1,2678,1868,474,212,2226,1551,김치볶음밥
01_014_01014005_161072111940500_1,2560,1440,688,284,1953,1144,비빔밥
06_062_06012004_160852015650943_0,3024,4032,594,1329,2597,2781,떡갈비
02_021_02011027_160737658161001_1,3024,4032,552,1529,2479,2916,짜장면
08_084_08014001_160327811826480_0,3024,3024,499,565,2477,2443,떡볶이
02_021_02011027_161016041597032_0,3024,4032,887,1343,2200,2725,짜장면
09_091_09011002_160879570481780_1,3505,2629,1109,884,2420,1696,갈치조림
01_014_01014001_160393597075639_0,2817,2890,595,699,2168,2439,김치볶음밥
01_014_01014005_161067886499037_0,3024,4032,445,903,2536,3044,비빔밥
09_091_09011002_161093671474026_1,3024,3024,654,1118,2598,2013,갈치조림
10_102_10012002_160466886350687_0,3024,4032,374,1195,2522,3150,치킨
02_021_02011027_160954767141448_1,4032,3024,793,570,3189,2520,짜장면
04_042_04012008_160726290925860_1,960,720,175,106,796,616,시레기된장국
02_021_02011034_160976245791277_0,4032,3024,1057,510,3030,2636,크림파스타
06_062_06012004_160836944596601_1,960,720,246,90,702,395,떡갈비
06_062_06012004_160765012230012_0,961,956,45,56,826,930,떡갈비
01_014_01014005_161058655342105_0,4032,1908,1100,326,2988,1615,비빔밥
04_042_04012008_160748029382503_1,960,960,260,411,737,669,시레기된장국
01_014_01014001_160432040595851_0,3024,3024,630,435,2472,2360,김치볶음밥
10_102_10012002_160664983643978_1,3024,3024,680,101,2563,2101,치킨
08_084_08014001_160549684665588_0,3024,4032,526,1063,2562,3036,떡볶이
09_091_09011002_160948149951449_0,4248,5664,845,1842,3477,4222,갈치조림
06_062_06012004_160300528334161_0,3024,4032,738,909,2602,3318,떡갈비
02_021_02011034_160581047455549_0,2160,2160,318,274,1876,1851,크림파스타
01_014_01014001_160768713669458_1,4032,3024,821,421,3269,2277,김치볶음밥
01_014_01014005_161061211610775_1,4128,3096,746,411,3452,1670,비빔밥
02_021_02011027_160354914619002_1,4032,3024,537,491,3645,2544,짜장면
02_021_02011027_160550443661384_1,4032,2272,913,264,3167,1985,짜장면
01_011_01011001_160427889249058_1,4032,2268,970,354,2991,1947,쌀밥
10_102_10012003_160743848919401_1,3024,3024,317,747,2499,2400,돈까스
08_084_08014001_160388284813671_0,2268,4032,245,734,2016,2598,떡볶이
09_091_09011002_161007460242518_0,720,960,248,287,463,635,갈치조림
01_014_01014001_160492026011422_0,3456,4608,427,646,2986,3936,김치볶음밥
01_014_01014005_161066988682279_1,2448,3264,303,1639,2138,2553,비빔밥
06_062_06012004_160845003796900_1,3024,3024,632,752,2280,2405,떡갈비
02_021_02011034_160282166958712,3024,4032,410,946,2756,3285,크림파스타
06_062_06012004_160813843453489_0,720,960,181,240,585,662,떡갈비
01_011_01011001_160366974738452_1,3024,3024,619,658,2650,2148,쌀밥
01_012_01012001_160464885753519_1,3943,2269,604,100,3943,1393,잡곡밥
01_014_01014005_161067194687967_0,3096,4128,781,1053,2186,2621,비빔밥
10_102_10012002_160768656639733_0,3492,4656,818,1366,2914,3625,치킨
01_011_01011001_160438894579686_1,4248,5664,686,2228,3413,3107,쌀밥
02_021_02011027_160752506412901_1,2268,2268,66,408,2142,1968,짜장면
06_062_06012004_160898444269040_0,3000,4000,551,1141,2513,3115,떡갈비
02_021_02011034_160701057993572_0,960,960,162,127,897,914,크림파스타
08_084_08014001_160604622375396_0,3024,4032,452,825,2273,3442,떡볶이
09_091_09011002_160740272294666_0,718,733,80,139,634,561,갈치조림
08_084_08014001_160482010437372_1,960,443,307,170,648,369,떡볶이
04_042_04012008_160718345142301_0,1080,1080,167,136,942,911,시레기된장국
04_042_04012008_160880644617195_1,3024,4032,366,1138,2666,2973,시레기된장국
04_042_04012008_160379220589954_0,960,721,130,29,739,635,시레기된장국
01_014_01014005_161075635512504_1,4128,3096,1139,601,3057,2123,비빔밥
04_042_04012008_161015852942460_0,3024,4032,451,1070,2567,2881,시레기된장국
01_011_01011001_160457494521866_1,4032,3024,693,293,3419,2832,쌀밥
01_014_01014001_160593648941205_0,4096,2304,1435,203,3507,2304,김치볶음밥
04_042_04012008_160454364015039_0,3024,3024,151,318,2924,2985,시레기된장국
01_014_01014005_161070452532232_0,3024,3024,587,538,2421,2315,비빔밥
08_084_08014001_160333008487419_1,3024,3024,368,664,2745,1891,떡볶이
02_021_02011034_160843786522256_1,4032,3024,693,168,3134,1993,크림파스타
02_021_02011034_160976208121223_0,960,720,215,153,699,624,크림파스타
10_102_10012003_160765867525103_0,4248,5664,969,1000,3379,4154,돈까스
01_011_01011001_160446949244462_0,1649,1443,142,0,1639,1418,쌀밥
02_021_02011027_160828122980112_1,3480,4640,758,1399,2853,3412,짜장면
01_014_01014001_160739885151970_0,3000,4000,472,1155,2335,2972,김치볶음밥
10_102_10012002_160517962493171_1,4032,3024,640,457,3445,2235,치킨
01_011_01011001_160360350550022_1,3024,4032,196,1188,2550,2852,쌀밥
06_062_06012004_160870956219566_0,3024,3024,758,793,2014,2156,떡갈비
01_014_01014005_161060965817119_1,3088,3088,312,768,2616,2067,비빔밥
10_102_10012003_160647258518523_0,3024,4032,122,1470,2874,2683,돈까스
04_042_04012008_160916682570765_0,3088,3088,448,521,2725,2737,시레기된장국
02_021_02011027_161018486421524_1,1860,4032,491,1673,1493,2526,짜장면
08_084_08014001_160613165980358_0,2058,1722,0,0,1879,1576,떡볶이
01_014_01014005_161070450565962_1,3024,3024,562,481,2478,1801,비빔밥
02_021_02011034_160550080241342_1,4032,3024,315,581,3833,2454,크림파스타
01_012_01012001_160422775054740_1,3024,3024,611,624,2509,2187,잡곡밥
02_021_02011034_160923586152801_0,3024,4032,603,822,2366,3376,크림파스타
10_102_10012003_160346336479658_1,4032,3024,52,1272,2819,2421,돈까스
09_091_09011002_161175374725649_1,4032,3024,915,591,2975,1959,갈치조림
10_102_10012003_160673447779164_1,2260,1794,421,301,1728,1503,돈까스
02_021_02011034_160852442161961_1,3024,2464,495,475,2533,1992,크림파스타
01_011_01011001_160377116627871_1,3024,3024,442,661,2512,2438,쌀밥
10_102_10012002_160769644040142_1,3456,3456,606,390,2770,2383,치킨
02_021_02011034_160743163520596_1,4032,3024,459,591,3428,2522,크림파스타
02_021_02011034_160955948773058_1,5664,4248,1137,615,4410,3053,크림파스타
10_102_10012003_160620424726112_1,3024,4032,776,1309,2196,2842,돈까스
02_021_02011027_161098567089871_0,2145,1960,429,319,1745,1571,짜장면
01_014_01014001_160483670388653_0,2268,4032,316,903,2073,2731,김치볶음밥
08_084_08014001_160463872185961_0,2322,4128,362,706,2000,2339,떡볶이
10_102_10012003_160471656117923_1,4032,3024,735,421,3510,2123,돈까스
01_014_01014001_160623199647113_0,1733,1708,85,113,1651,1579,김치볶음밥
06_062_06012004_160843748745971_0,4032,3024,757,795,3280,2389,떡갈비
08_084_08014001_160472128286460_1,512,384,49,26,480,351,떡볶이
01_011_01011001_160283428721180,3024,4032,374,1081,2273,2340,쌀밥
09_091_09011002_161175364890527_0,3024,4032,838,960,2401,3244,갈치조림
02_021_02011027_160293543214552_1,4032,3024,812,362,3445,2360,짜장면
04_042_04012008_161002634029268_1,3024,3024,445,706,2301,2129,시레기된장국
10_102_10012002_160769626811654_0,3456,3456,1218,650,2761,2755,치킨
04_042_04012008_160916673751309_0,3088,3088,436,406,2749,2719,시레기된장국
08_084_08014001_160301342735482_0,3024,3024,216,69,2920,2928,떡볶이
09_091_09011002_161139437262439_1,4128,3096,664,799,3068,1978,갈치조림
01_014_01014001_160671125862786_0,3024,4032,806,1301,2328,2722,김치볶음밥
01_014_01014001_160750355142158_0,2880,2160,236,25,2201,2110,김치볶음밥
10_102_10012002_160743842323522_1,4032,3024,560,309,3195,1851,치킨
06_062_06012004_160896705551610_1,4248,5664,590,2227,3496,4056,떡갈비
01_012_01012001_160509957843947_0,4248,5664,399,1448,3234,4297,잡곡밥
09_091_09011002_160474241139060_0,3024,4032,545,930,2762,3258,갈치조림
10_102_10012003_160665662321545_1,4032,3024,544,277,3595,2565,돈까스
01_014_01014001_160561380848657_1,4032,3024,945,491,3031,2120,김치볶음밥
01_014_01014001_160751126742552_1,2920,1693,427,98,2638,1437,김치볶음밥
02_021_02011034_160395844172400_0,641,482,55,67,599,433,크림파스타
01_014_01014001_160550078390968_0,3024,4032,359,298,2643,3675,김치볶음밥
01_014_01014001_160612014493896_1,960,720,97,177,879,594,김치볶음밥
09_091_09011002_161156820572497_0,4032,3024,1244,619,2983,2287,갈치조림
02_021_02011027_160402790091132_0,3024,4032,367,903,2522,3015,짜장면
04_042_04012008_160757417026705_0,1960,4032,169,1528,1623,2995,시레기된장국
08_084_08014001_160570535982894_1,3024,3024,396,530,2673,2182,떡볶이
10_102_10012003_160394661745787_1,4032,3024,715,1131,3227,2357,돈까스
08_084_08014001_160644957930251_0,4624,3472,898,498,3651,3234,떡볶이
04_042_04012008_160748034570288_0,960,960,272,269,649,623,시레기된장국
09_091_09011002_161180303588602_0,3024,4032,479,1265,2562,2921,갈치조림
04_042_04012008_160999095579488_0,3015,3863,356,780,2583,2946,시레기된장국
01_014_01014001_160275714196987,4032,3024,845,989,3086,2277,김치볶음밥
10_102_10012003_160595484732580_0,4248,5664,661,1756,3294,4347,돈까스
06_062_06012004_160768449947837_1,2457,1674,793,473,1723,1251,떡갈비
02_021_02011027_161105560237949_0,3024,3024,621,499,2452,2468,짜장면
02_021_02011027_160588086918225_1,720,960,114,165,594,416,짜장면
02_021_02011027_160631587191014_0,2121,1960,348,339,1780,1670,짜장면
10_102_10012002_160459020567653_0,1000,1000,225,233,775,723,치킨
01_011_01011001_160282545521701,4032,3024,917,677,3248,2512,쌀밥
02_021_02011027_160847911249857_0,3096,4128,527,1039,2404,2836,짜장면
01_011_01011001_160302537248081_1,540,540,84,89,464,370,쌀밥
04_042_04012008_160675263211203_1,3024,3024,474,407,2572,2070,시레기된장국
04_042_04012008_161015836498730_0,3024,4032,582,933,2274,2924,시레기된장국
02_021_02011034_160450351784561_0,720,960,97,264,559,721,크림파스타
01_014_01014005_161067290252922_0,2448,3264,224,481,2144,2077,비빔밥
08_084_08014001_160345669590280_1,3096,4128,132,957,2908,2860,떡볶이
08_084_08014001_160394869026127_1,3024,4032,651,882,2352,2113,떡볶이
02_021_02011034_160483672644906_1,2268,4032,541,885,1838,1929,크림파스타
10_102_10012003_160490116879995_0,3024,3024,1118,1425,2315,2595,돈까스
10_102_10012002_160772996069746_0,3456,3456,832,1012,2581,2359,치킨
08_084_08014001_160467524849771_1,2880,2160,866,434,2313,1542,떡볶이
01_014_01014001_160767000313964_0,3024,3024,221,363,2413,2576,김치볶음밥
10_102_10012002_160469171322364_1,3024,3024,397,101,2882,2728,치킨
01_012_01012001_160514111923870_1,4032,3024,640,296,3611,1844,잡곡밥
02_021_02011027_160792984722034_0,3024,4032,560,833,2673,2998,짜장면
01_012_01012001_160560681613665_1,4032,3024,443,502,3707,2120,잡곡밥
10_102_10012003_160334394380934_1,1080,1440,225,709,713,1064,돈까스
02_021_02011034_160976242498554_0,720,960,162,257,612,674,크림파스타
10_102_10012002_160492828083680_1,3024,2822,601,377,2287,2080,치킨
02_021_02011034_160725861574776_1,1920,1920,138,411,1782,1718,크림파스타
08_084_08014001_160499126352509_1,4656,3492,418,486,4197,2622,떡볶이
02_021_02011027_160549956143352_0,2904,2961,294,194,2671,2487,짜장면
01_014_01014005_161062410939362_1,4032,3024,1102,410,3085,2559,비빔밥
02_021_02011027_160722556641588_1,2976,2976,143,615,2674,2526,짜장면
02_021_02011034_160629331569554_1,2160,2160,360,465,1899,1444,크림파스타
09_091_09011002_160686945887914_0,3024,4032,680,1081,2536,2908,갈치조림
01_014_01014001_160655664034325_1,4032,3024,1048,387,2923,2114,김치볶음밥
01_014_01014001_160501199721298_0,1920,1080,673,122,1382,854,김치볶음밥
04_042_04012008_160928912017959_1,4032,3024,827,720,3317,2683,시레기된장국
01_011_01011001_160440929314189_1,3632,2724,620,279,3075,2003,쌀밥
01_012_01012001_160532640656850_0,3024,4032,495,1088,2607,3108,잡곡밥
01_014_01014005_161079914918850_1,3024,3024,587,473,2543,2070,비빔밥
09_091_09011002_160795414260552_1,2880,2160,392,358,2370,1642,갈치조림
01_011_01011001_160325506525558_1,4032,3024,917,805,2965,2336,쌀밥
09_091_09011002_160666618043850_1,2675,2118,415,217,2413,1778,갈치조림
01_014_01014001_160622828691078_1,3024,3024,391,976,2500,2271,김치볶음밥
10_102_10012002_160395329088222_1,4032,1908,670,58,3642,1689,치킨
02_021_02011034_160852436875131_0,3024,3024,702,289,2681,2403,크림파스타
04_042_04012008_160914916125112_1,3492,4656,650,1817,2869,2748,시레기된장국
01_012_01012001_160473586459636_0,2268,4032,373,1187,1937,2880,잡곡밥
08_084_08014001_160482641438991_1,4032,3024,922,575,3718,2756,떡볶이
06_062_06012004_160819152388063_1,3024,2714,698,761,2125,1484,떡갈비
09_091_09011002_160665561223944_1,4248,5664,602,2260,3590,4293,갈치조림
08_084_08014001_160393653281034_1,3019,3061,122,211,2886,2710,떡볶이
08_084_08014001_160594870750895_1,3024,3024,109,581,3016,2600,떡볶이
01_011_01011001_160463123016934_0,2272,4032,290,1074,1947,2951,쌀밥
06_062_06012004_160843735528327_0,4032,3024,1333,757,2960,2464,떡갈비
04_042_04012008_160925719959693_0,4032,3024,949,528,2715,2304,시레기된장국
01_014_01014005_161055402664446_0,3024,4032,420,1054,2420,3053,비빔밥
06_062_06012004_160432218211394_1,960,540,263,66,694,414,떡갈비
10_102_10012002_160640225563319_1,4032,3024,967,173,3238,1663,치킨
02_021_02011027_160601819876606_0,2983,3108,561,508,2433,2543,짜장면
01_012_01012001_160415072837121_1,4656,2328,1005,63,3212,2155,잡곡밥
10_102_10012003_160723215483768_0,2880,2160,870,331,2321,1622,돈까스
01_011_01011001_160412710092845_1,4032,3024,507,171,3397,2576,쌀밥
09_091_09011002_161172145694595_1,1440,1440,196,204,1299,1035,갈치조림
10_102_10012002_160498214384865_1,3024,4032,619,1004,2271,2641,치킨
08_084_08014001_160497862155813_0,3024,3024,326,12,2532,2965,떡볶이
02_021_02011027_160628302570574_1,3024,3024,157,656,2856,2069,짜장면
01_012_01012001_160472370430225_0,3024,4032,786,1185,2288,2651,잡곡밥
02_021_02011034_160541633429221_0,4032,3024,825,374,3101,2610,크림파스타
02_021_02011034_160846506168283_1,720,550,53,42,637,437,크림파스타
10_102_10012003_160591192476819_1,4032,3024,381,273,4002,2929,돈까스
01_011_01011001_160315577363021_1,1813,1576,335,190,1444,783,쌀밥
06_062_06012004_160914959553144_1,3024,4032,313,1338,2534,2986,떡갈비
06_062_06012004_160794371021702_0,4032,3024,1183,379,2955,2560,떡갈비
02_021_02011027_161033886613759_1,3446,4288,406,1048,3079,2711,짜장면
01_011_01011001_160413864552986_0,4032,3024,1390,469,3039,2208,쌀밥
01_014_01014005_161080005634346_1,4624,3468,872,855,4076,2874,비빔밥
01_014_01014005_161063232184128_1,2880,2160,714,416,2205,1526,비빔밥
01_011_01011001_160421195312787_1,4032,3024,416,341,3259,2491,쌀밥
08_084_08014001_160465998128911_0,3024,3024,253,165,2520,2533,떡볶이
10_102_10012002_160518445483543_1,3024,4032,358,656,2429,2901,치킨
10_102_10012003_160326065861279_0,3535,2398,333,630,3256,1914,돈까스
01_014_01014005_161070432330917_1,3024,3024,293,522,2568,2258,비빔밥
04_042_04012008_161002637498942_0,3024,3024,646,700,2496,2508,시레기된장국
09_091_09011002_161006475726245_1,960,720,206,77,514,464,갈치조림
08_084_08014001_160614526121136_0,1280,960,265,130,1050,887,떡볶이
06_062_06012004_160574727960497_1,3024,4032,746,610,2204,1704,떡갈비
06_062_06012004_160845533624393_1,4032,3024,864,720,3184,2101,떡갈비
08_084_08014001_160611478142579_1,3024,4032,538,533,2557,2318,떡볶이
04_042_04012008_160561182282136_0,720,960,201,406,523,738,시레기된장국
01_012_01012001_160431654440975_1,3024,4032,46,1451,2888,3772,잡곡밥
04_042_04012008_161002654938809_0,3024,3024,575,516,2390,2378,시레기된장국
01_011_01011001_160403126912918_0,720,960,111,240,644,803,쌀밥
01_014_01014001_160558775089012_0,3024,4032,857,1242,2464,3087,김치볶음밥
01_012_01012001_160582712642142_1,5312,2988,1384,520,4253,1967,잡곡밥
09_091_09011002_161093668986947_0,3024,3024,481,507,2543,2366,갈치조림
01_011_01011001_160420985326211_1,3024,3024,467,1061,2408,2096,쌀밥
02_021_02011027_160567967960517_0,1276,1276,154,108,1201,1143,짜장면
01_014_01014005_161067703549994_1,4032,3024,1111,646,3299,2434,비빔밥
06_062_06012004_160852192259535_0,4032,2272,1165,404,2357,1671,떡갈비
09_091_09011002_160718030828139_1,959,629,77,102,831,567,갈치조림
08_084_08014001_160562920962376_1,3801,1953,632,483,3227,1416,떡볶이
04_042_04012008_160921275310228_0,3024,4032,744,1257,2156,2725,시레기된장국
04_042_04012008_160758658661540_0,2548,2475,291,310,2191,2178,시레기된장국
01_014_01014005_161060485633972_1,4032,3024,1000,561,3000,1963,비빔밥
01_014_01014005_161067273689642_0,3096,4128,1077,942,2422,2270,비빔밥
01_012_01012001_160332338882675_1,3456,4608,671,577,2898,2674,잡곡밥
01_014_01014001_160612862850141_0,3024,4032,547,1189,2555,3094,김치볶음밥
01_014_01014001_160664918590400_0,3024,4032,405,1029,2721,3056,김치볶음밥
01_014_01014001_160334805593983_0,3024,3024,771,533,2687,2614,김치볶음밥
01_012_01012001_160379107765596_0,4032,3024,1213,470,2990,2267,잡곡밥
09_091_09011002_161172145694595_0,1440,1440,204,293,1189,1214,갈치조림
01_012_01012001_160540749862771_1,4128,3096,693,166,3515,2308,잡곡밥
10_102_10012002_160655655881981_0,3024,4032,474,1358,2422,3157,치킨
01_014_01014001_160681109447812_0,720,960,116,215,582,703,김치볶음밥
08_084_08014001_160549787672740_0,2268,4032,90,806,2178,3083,떡볶이
06_062_06012004_160784101257832_1,960,720,107,319,863,578,떡갈비
06_062_06012004_160796237761419_1,4032,3024,683,293,3076,2459,떡갈비
10_102_10012003_160665658412220_0,4032,3024,693,741,3371,2379,돈까스
08_084_08014001_160532968555384_1,4032,1960,756,535,2835,1455,떡볶이
10_102_10012003_160396739367381_0,3024,4032,97,476,3024,4032,돈까스
06_062_06012004_160905629240291_0,960,960,229,198,782,741,떡갈비
10_102_10012003_160584798852373_0,3024,4032,580,988,2550,3292,돈까스
01_014_01014001_160731314054411_1,3024,4032,785,1099,2397,2728,김치볶음밥
04_042_04012008_160948561512274_1,720,960,108,403,611,716,시레기된장국
01_014_01014005_161067123329313_1,2448,3264,240,1336,2364,2596,비빔밥
01_012_01012001_160541697826896_0,3024,3302,487,656,2653,2640,잡곡밥
04_042_04012008_160534578698743_0,3024,3024,688,634,2431,2390,시레기된장국
10_102_10012003_160343258537405_0,4032,3024,1213,1495,3243,2583,돈까스
01_011_01011001_160394838939190_1,3024,4032,307,1161,2754,3236,쌀밥
04_042_04012008_160835896818218_0,4032,3024,1274,443,3212,2570,시레기된장국
02_021_02011027_161097433591313_1,4624,3468,950,834,3687,2296,짜장면
10_102_10012002_160549114817222_0,960,960,346,285,749,733,치킨
10_102_10012003_160439042864686_1,4032,2272,989,1148,3395,2151,돈까스
01_011_01011001_160291651681289_0,2160,2880,100,406,1994,2418,쌀밥
10_102_10012002_160424082567023_1,3024,4032,510,1228,2824,2417,치킨
08_084_08014001_160628606161616_1,3024,3024,488,853,3005,2677,떡볶이
04_042_04012008_160913938587173_1,960,720,147,117,830,586,시레기된장국
09_091_09011002_160714668330174_1,2936,2476,416,306,2420,2044,갈치조림
01_014_01014001_160760572892419_1,1833,1760,429,428,1578,1400,김치볶음밥
09_091_09011002_160757216995730_1,5664,4248,1326,494,5050,3379,갈치조림
06_062_06012004_160422616513259_1,4248,5664,630,2435,3462,3616,떡갈비
10_102_10012002_160751687216671_0,2858,2143,1032,537,2226,1478,치킨
02_021_02011034_160699891521807_1,2268,4032,86,1321,2049,2866,크림파스타
01_014_01014001_160663017327433_1,4032,3024,365,298,3419,2337,김치볶음밥
06_062_06012004_160836952256766_1,960,720,227,34,679,305,떡갈비
10_102_10012003_160289790891516_1,4032,3024,405,507,3877,2352,돈까스
02_021_02011027_160439411791318_0,3024,4032,33,462,2892,3236,짜장면
01_014_01014005_161061091524601_0,4128,2322,1658,439,3102,1872,비빔밥
02_021_02011034_160575597021681_1,2160,2160,238,518,1926,1627,크림파스타
10_102_10012003_160673522940132_1,1920,2560,102,748,1643,2163,돈까스
01_014_01014005_161055419087439_1,4032,3024,793,730,3217,2273,비빔밥
01_014_01014001_160603714097637_0,4032,3024,544,683,3483,2491,김치볶음밥
10_102_10012002_160769633528571_0,3456,3456,1090,823,2391,2531,치킨
01_012_01012001_160420997847736_0,3024,4032,609,1351,2600,3193,잡곡밥
01_012_01012001_160449752150144_0,3024,4032,453,1051,2698,3407,잡곡밥
02_021_02011027_160895899952540_1,1960,1894,329,512,1698,1458,짜장면
09_091_09011002_160984177963620_0,2929,3135,458,827,2546,2805,갈치조림
06_062_06012004_160831971722222_0,960,720,190,192,733,530,떡갈비
01_012_01012001_160556813254142_1,4248,5664,598,2581,3368,4128,잡곡밥
06_062_06012004_160905630935801_0,960,960,178,155,782,818,떡갈비
02_021_02011027_160560019816687_0,3456,4608,647,374,3337,4608,짜장면
04_042_04012008_160993179246961_0,3024,3024,765,510,2401,2297,시레기된장국
02_021_02011027_160829014861711_1,4032,1960,956,226,2815,1629,짜장면
08_084_08014001_160500378210080_0,3024,4032,573,967,2586,3243,떡볶이
02_021_02011034_160863105617057_1,3024,3024,350,439,2662,2449,크림파스타
01_012_01012001_160523676189418_1,3024,4032,200,1107,2562,2905,잡곡밥
01_012_01012001_160542158983125_0,3096,4128,63,952,2630,3709,잡곡밥
04_042_04012008_161002484090548_0,3024,4032,192,1036,2516,3376,시레기된장국
06_062_06012004_160627337248463_1,3024,4032,554,1253,2770,2159,떡갈비
02_021_02011034_160964353577368_1,3024,3024,260,363,2820,2575,크림파스타
01_011_01011001_160317442741156_1,3120,4160,365,1215,2636,3090,쌀밥
02_021_02011034_160894825027556_1,1960,4032,258,751,1605,3541,크림파스타
10_102_10012002_160319445447549_0,3016,3116,497,539,2425,2581,치킨
09_091_09011002_160845147384291_1,4248,5664,649,1730,3467,4085,갈치조림
09_091_09011002_161172162660721_0,1440,1440,293,311,1161,1237,갈치조림
02_021_02011034_160769190972836_1,4032,3024,629,555,3659,1739,크림파스타
10_102_10012003_160733916031099_0,2750,1253,1064,70,2150,1059,돈까스
10_102_10012002_160760415420536_1,3024,3024,401,353,2527,2196,치킨
10_102_10012003_160684820785915_0,3456,4608,387,1097,3101,3665,돈까스
08_084_08014001_160377088969734_1,4000,3000,228,381,3799,2259,떡볶이
01_011_01011001_160461646053622_0,3024,4032,433,962,2621,3175,쌀밥
01_014_01014005_161077278160655_0,2268,4032,319,1257,1919,2760,비빔밥
04_042_04012008_160993210422380_0,3024,3024,502,636,2426,2519,시레기된장국
09_091_09011002_160516780055618_1,3024,3024,195,413,2979,2460,갈치조림
04_042_04012008_160981911578955_1,3924,2793,922,529,3189,2014,시레기된장국
01_014_01014001_160714620713517_1,4608,3456,835,689,3962,2895,김치볶음밥
02_021_02011034_160968718895418_0,3024,3024,235,343,2572,2683,크림파스타
01_011_01011001_160282465461993,2417,1944,423,257,1990,1827,쌀밥
02_021_02011027_160723233717112_1,2880,2160,571,426,2412,1961,짜장면
04_042_04012008_160493540668908_1,4032,3024,552,379,3591,2761,시레기된장국
09_091_09011002_161093874733392_0,3024,3024,457,909,2462,2278,갈치조림
02_021_02011027_160517085994644_0,4608,3456,481,225,4468,2792,짜장면
01_011_01011001_160311309227575_0,3024,3024,301,904,2427,2472,쌀밥
01_014_01014001_160456824476751_0,4032,3024,923,1472,2507,2725,김치볶음밥
10_102_10012002_160760529411171_0,1209,1303,200,265,1081,1122,치킨
01_014_01014005_161075667653545_0,3096,4128,516,1011,2392,2638,비빔밥
09_091_09011002_160586626959974_1,4248,5664,566,2657,3533,4885,갈치조림
08_084_08014001_160397990981112_1,2760,1960,371,301,2403,1694,떡볶이
